NKX2-8	OC
ETV4	CC
STAT3	CC
CD8A	OC
SUSD6	OC
OR8K1	FP
LRP1B	FP
XAF1	OC
MYCL	CC
SPP1	OC
GLI1	OC
F2	OC
RUVBL1	OC
EPS15	CC
CA9	OC
XIAP	OC
TLX1	CC
MYH11	CC
ASPSCR1	CC
TCTA	OC
ENO2	OC
PTGS2	OC
SDHD	CC
B2M	OC
EIF5A2	OC
NF1	CC
SEPT9	CC
PPFIBP1	CC
FGF4	OC
GOLGA6L2	FP
BCL7A	CC
MYO5A	CC
CD2	OC
ALPPL2	OC
SPEN	CC
TRIM27	CC
CTNNB1	CC
HPGDS	OC
ELF4	CC
IL21R	CC
TUBA3D	FP
ZNF217	OC
DNMT3A	CC
CDC42	OC
TPM1	FP
PYHIN1	OC
COL19A1	FP
EBF1	CC
CCND1	CC
RUNX1T1	CC
NOTCH2	CC
PSIP1	CC
COL4A3BP	FP
60_Possible_False_Positives	FP
MYO18A	FP
WAS	CC
TAL2	CC
IL15	OC
NET1	OC
ATM	CC
TUB	FP
ESR1	CC
SST	OC
NACA	CC
PRF1	CC
Symbol	FP
CDK4	CC
WIF1	CC
CCAR2	OC
TYMS	OC
FLI1	CC
CD79B	CC
OBSCN	FP
PIM3	OC
SPECC1	CC
DMTF1	OC
GOLGA5	CC
MAGEA3	OC
RBL2	OC
CNTN5	FP
ITK	CC
TRIB1	OC
ARHGAP26	CC
HRAS	CC
RALGDS	CC
RNF43	CC
MAP2K4	CC
EPB41L3	OC
U2AF1	CC
CDKN2B	OC
BCL6	CC
SMAD4	CC
CSMD1	FP
RAB25	OC
FGFR4	CC
CTSD	OC
HPGD	OC
VEGFA	OC
XRCC1	OC
OR2L13	FP
MAS1	OC
STAT6	CC
ELL	CC
TUBB3	OC
PIK3CD	OC
CDH11	CC
SETBP1	CC
IL3	OC
TGFB1	OC
ZBTB7C	OC
GOLGA8S	FP
MME	OC
DOCK4	OC
ERCC3	CC
PTCH1	CC
GOLGA6L9	FP
COL25A1	FP
GRIN2A	CC
PAX2	OC
TFRC	CC
OR1L8	FP
GAST	OC
ARPC1A	OC
MYC	CC
KAT6A	CC
BCOR	CC
OR6K3	FP
NR4A3	CC
BIRC2	OC
GOPC	CC
BCL11B	CC
MLLT3	CC
NTRK3	CC
MUC4	FP
H2AFX	OC
PPAPDC1B	OC
JAZF1	CC
WWOX	OC
TIMP1	OC
S100A8	OC
FANCF	CC
ARID1B	CC
MTUS1	OC
MGMT	OC
YES1	OC
Gene	CC
NKX2-1	CC
OR2M4	FP
MAP3K1	CC
PWWP2A	CC
ARID2	CC
CTNNA3	FP
CD86	OC
CEP89	CC
SRSF3	CC
LASP1	CC
SH3GL1	CC
OR2T11	FP
DIS3L2	OC
MYO7B	FP
TNFAIP3	CC
PLA2G10	OC
FOXO1	CC
CHD1L	OC
CTCF	OC
MCL1	OC
TXNIP	OC
MYO5BP3	FP
MMP1	OC
AGAP2	OC
CCND3	CC
STAT1	OC
CLTC	CC
TBC1D3	OC
DFNA5	OC
ZNF521	CC
TUBAP	FP
NEB	FP
EIF2AK3	OC
PTTG1	OC
COL13A1	FP
OR2T34	FP
COL8A1	FP
TMPRSS2	CC
OR10R2	FP
IL6	OC
TFG	CC
ANXA5	OC
MYOCD	FP
SEC31A	OC
SLC2A1	OC
ELK4	CC
CD68	OC
EPCAM	OC
HMGA2	CC
GOLGA8J	FP
RPS6KA2	OC
ARHGEF5	OC
PRDM1	CC
BSG	OC
C11orf30	OC
CREBL2	OC
RNF217-AS1	CC
BCAS4	OC
CASP3	OC
HSP90AA1	CC
BIN1	OC
TRIM24	CC
TRIP11	CC
YWHAB	OC
ECT2	OC
ENTPD5	OC
SYP	OC
PHLPP1	OC
RNF213	CC
PARP1	OC
POT1	CC
PTPRC	CC
MYO1E	FP
EEF1A2	OC
ZDHHC17	OC
GOLGA7	FP
VDR	OC
ANXA2	OC
IRF4	CC
MCF2L	OC
ITGAM	OC
FH	CC
TUBE1	FP
ARHGAP20	OC
CD34	OC
MCTS1	OC
PTPRK	CC
PDPN	OC
CREB3L2	CC
COL9A3	FP
COL3A1	FP
FASLG	OC
GOLGA8M	FP
FAM3C	OC
CACNA1D	CC
COL9A1	FP
BRI3BP	OC
KDR	CC
WNT1	OC
COL5A3	FP
COL4A2	FP
KRT14	OC
ABCG2	OC
GOLGA7B	FP
TUBA4A	FP
OR4K1	FP
H3F3A	CC
HNF1A	CC
ZNF278	CC
FLT1	OC
MEN1	CC
NUP98	CC
RARA	CC
RB1CC1	OC
SS18	CC
EIF4E	OC
EXT1	CC
LATS2	OC
MYD88	CC
SMAD2	OC
TUBBP2	FP
PML	CC
CBFB	CC
TCHP	OC
KMT2D	CC
TUBB2A	FP
DAB2	OC
WDR11	OC
AXL	OC
COL11A2	FP
GATA3	CC
MN1	CC
BRCA2	CC
SASH1	OC
PLK2	OC
TUBB2B	FP
OR1M1	FP
FLCN	CC
MYOM2	FP
SMURF1	OC
MLLT1	CC
ERCC4	CC
TPM4	CC
TG	OC
BCL2L11	OC
HERPUD1	CC
CCNL1	OC
LYN	OC
USP6	CC
MAPKAPK5	OC
MYO9A	FP
MYO3A	FP
TCP10L	OC
NME2	OC
OR4K14	FP
GSTM1	OC
MYO1A	FP
IL10	OC
OR2A2	FP
MAPK1	OC
IGF2	OC
GOLGA8Q	FP
HNRNPA2B1	CC
CD80	OC
TSC1	CC
HIC1	OC
PHF6	CC
FOXO4	CC
MLLT6	CC
DNMT1	OC
BRIP1	CC
PALB2	CC
SPI1	OC
POTEF	OC
NFIB	CC
MMP14	OC
PIK3CG	OC
MDM2	CC
COL4A4	FP
SPOP	CC
LHX4	OC
AKT2	CC
TUBA8	FP
EGFR	CC
GOLGA6B	FP
COL28A1	FP
IGK	CC
IKBKB	CC
STIL	CC
LIFR	CC
MYEOV	OC
CDK2AP1	OC
NQO1	OC
CBL	CC
NDRG1	CC
RPL5	CC
TUBA3GP	FP
SDHAF2	CC
OR5L2	FP
AXIN2	CC
TCL1A	CC
GOLGA8H	FP
DMBT1	OC
NUTM1	CC
MXI1	OC
MYO15A	FP
CIC	CC
CD79A	CC
NUTM2A	CC
BCR	CC
PIK3CA	CC
FLT3	CC
MYO19	FP
NKX3-1	OC
OR4D11	FP
CTLA4	OC
TSPO	OC
DCUN1D1	OC
DAB2IP	OC
FOXA1	CC
IL2	CC
FADD	OC
ERBB3	CC
CREB1	CC
ERBB2	CC
NIN	CC
SDC1	OC
ABI1	CC
SYK	CC
ALDH3A1	OC
DDIT3	CC
CASC5	CC
ST20	OC
LGALS3	OC
CDH1	CC
PLAG1	CC
FOS	OC
IFNG	OC
CNTRL	CC
HSPA5	OC
CDT1	OC
IL4	OC
DIABLO	OC
SMARCA4	CC
TP53INP1	OC
TUBB6	FP
XPO1	CC
FOXL2	CC
FIP1L1	CC
LATS1	OC
BRD7	OC
RHOB	OC
GNAQ	CC
XPA	CC
CCNB1IP1	CC
KRT20	OC
HTATIP2	OC
EML4	CC
TTL	CC
FGF2	OC
STAT5B	CC
CXCL12	OC
DDX6	CC
PPP2R1A	CC
SKI	OC
TET2	CC
COL2A1	CC
ING4	OC
OR52A5	FP
CD74	CC
OR2A42	FP
TBL1XR1	CC
EVI2B	OC
AKAP9	CC
RASSF2	OC
KCTD11	OC
TOP2A	OC
MAPK8	OC
MYO5BP1	FP
OR4S2	FP
IGF1R	OC
COL14A1	FP
GOLGA8K	FP
MYOC	FP
ACVR1	CC
SF3B1	CC
ICAM1	OC
GOLGA2	FP
RECK	OC
PCM1	CC
THBS1	OC
CAV1	OC
ALDH1A1	OC
TAL1	CC
BCL2L1	OC
CD19	OC
TUBA1C	FP
ABL1	CC
MAPK3	OC
NCOR1	CC
PATZ1	OC
KIAA1549	CC
DNAJC27	OC
PANO1	OC
GZMB	OC
TUBG1	FP
CHIC2	CC
SSX1	CC
TBX3	CC
MSI2	CC
DAXX	CC
PLEC	FP
LRP2	FP
IL6ST	CC
RANBP17	CC
MTDH	OC
HSP90AB1	CC
PAFAH1B2	CC
ETS1	OC
PMAIP1	OC
GOLGA6L6	FP
SYNE1	FP
MYCN	CC
TUBA3FP	FP
EIF4EBP1	OC
NCOA1	CC
FER	OC
GSTA3	OC
COL18A1-AS1	FP
COPS3	OC
DNM2	CC
HNF4A	OC
CNTNAP2	FP
OR51E1	FP
CHEK2	CC
RABEP1	CC
SH2B3	CC
TNFRSF10B	OC
FRK	OC
SUZ12	CC
TERT	CC
PAX8	CC
NEURL1	OC
HIF1A	OC
RYR2	FP
TRRAP	CC
SOCS1	CC
BANP	OC
TCEA1	CC
MCC	OC
LYL1	CC
LHFP	CC
WISP1	OC
IST1	OC
PTH	OC
ANPEP	OC
PROM1	OC
TNFRSF14	CC
CDC73	CC
RB1	CC
FGF5	OC
FGFR1OP	CC
FCRL4	CC
GOLGA8O	FP
GOLGA8F	FP
OR4C15	FP
WRN	CC
COL16A1	FP
NFATC2	CC
BAP1	CC
HOXA9	CC
MSH2	CC
FSIP2	FP
KMT2A	CC
CYLD	CC
FBXW7	CC
NCKIPSD	CC
SRC	OC
HEY1	CC
XBP1	OC
CEBPA	CC
ITGAX	OC
CANT1	CC
LIN9	OC
XRN1	OC
CDK2	OC
BUB1B	CC
MYOZ3	FP
DDX10	CC
MLLT10	CC
RASL10A	OC
GOLGA6C	FP
ODC1	OC
KRT7	OC
MAFB	CC
SALL4	OC
RAC3	OC
CADM1	OC
ZCCHC8	CC
ARID3B	OC
CD5	OC
MECOM	CC
CDKN1C	OC
POLE	CC
COL17A1	FP
PDE4DIP	CC
COL4A6	FP
IL7R	CC
ACTB	OC
TLR4	OC
SRSF2	CC
CCDC168	FP
OR4C6	FP
KRT19	OC
SBDS	CC
OR5B17	FP
SDHC	CC
MCF2	OC
EYS	FP
TUBG2	FP
PLG	OC
TCF3	CC
COL4A1	FP
SUFU	CC
SERPINE1	OC
PTTG2	OC
MKI67	OC
MYO7A	FP
CSNK2A3	OC
GOLGA6L1	FP
TP53	CC
MOS	OC
REL	CC
EWSR1	CC
PPP6C	CC
PTTG3P	OC
STK11	CC
RBMX	OC
ZMYND11	OC
CRTC3	CC
TTN	FP
TCL1B	OC
SRGAP3	CC
NT5C2	CC
AKAP13	OC
WWTR1	CC
IFNA1	OC
GAS7	CC
CTAG1B	OC
SLC45A3	CC
FGF3	OC
RAD51	OC
NBL1	OC
MTSS1	OC
BAG4	OC
CDKN1A	OC
NFKBIE	CC
KLK10	OC
GOLGA8I	FP
MYO1F	FP
CAT	OC
HLA-B	OC
OR8H2	FP
CRK	OC
TCF7L2	CC
CHD5	OC
JAK3	CC
ETV5	CC
RASA1	OC
JAK1	CC
NONO	CC
MYOG	FP
ACSL6	CC
NCOA2	CC
LSM1	OC
GATA2	CC
CCND2	CC
LCP1	CC
TBRG1	OC
CFLAR	OC
FSTL3	CC
AKT1	CC
PIK3R1	CC
GPC3	CC
CDKN2C	CC
GRP	OC
MAF	CC
HOXC11	CC
SLC34A2	CC
PDGFRA	CC
EIF4A2	CC
TET1	CC
DMD	FP
COL6A3	FP
FOXP1	CC
CD22	OC
DLC1	OC
MYO1G	FP
ASXL1	CC
TUBB4B	FP
IDH1	CC
NES	OC
ZNF135	OC
OR5H2	FP
PAX3	CC
PER1	CC
OR52E8	FP
POU5F1	CC
COL26A1	FP
CUX1	CC
TFEB	CC
HDAC1	OC
YAP1	OC
MALAT1	CC
BMI1	OC
RAD21	CC
MTCP1	CC
MYCL1	OC
OR4Q3	FP
MAP2K1	CC
AIM2	OC
SS18L1	CC
ABCC1	OC
TUBB8	FP
BCL3	CC
KRT5	OC
TIMP2	OC
ARHGAP35	OC
IL1B	OC
FAM46C	CC
CLIP1	CC
ECT2L	CC
RARS	OC
PDCD1LG2	CC
COL6A1	FP
COL10A1	FP
GOLGA8T	FP
POMC	OC
PMS1	CC
EIF3E	CC
HOXA11	CC
BCL11A	CC
NUMA1	CC
ATP2B3	CC
KITLG	OC
COL24A1	FP
RSPO3	CC
CNOT3	CC
NFKBIA	OC
IGFBP3	OC
GOLGA8R	FP
COL5A1	FP
DEK	CC
PAF1	OC
CRTC1	CC
FANCE	CC
TAF15	CC
BECN1	OC
MKL1	CC
GMPS	CC
ALB	OC
PTK6	OC
LMO1	CC
DNTT	OC
DCC	OC
F3	OC
COL11A1	FP
GPR68	OC
MLH1	CC
COL8A2	FP
KCNJ5	CC
LMNA	CC
ACTN1	FP
PHB	OC
SCN10A	OC
ARAF	OC
ETNK1	CC
FOXO3	CC
COL29A1	FP
KIAA1598	CC
MYOZ1	FP
MYO5BP2	FP
GAPDH	OC
MLLT11	CC
FAM131B	CC
ERRFI1	OC
APC	CC
MDS2	CC
TUBA4B	FP
GOLGA8G	FP
CBLC	CC
HIP1	CC
GPX1	OC
CRLF2	CC
ING1	OC
CDKN2A	CC
CHN1	CC
ETV6	CC
OR4L1	FP
GOLGA6A	FP
RECQL4	CC
MFHAS1	OC
TPR	CC
BRD3	CC
BCL10	CC
HMGA1	CC
OR51I2	FP
TSHR	CC
ZFYVE19	OC
RANBP2	CC
JUN	CC
ETV1	CC
TRA	CC
CSF1R	OC
MYOM3	FP
SEPT6	CC
ATIC	CC
NF2	CC
NRG1	CC
STRN	CC
PNN	OC
MYO1D	FP
TGFBI	OC
EPHB2	OC
DUX4L1	CC
AR	OC
CDKN2a(p14)	CC
SNAI2	OC
COL27A1	FP
KDSR	CC
MYO18B	FP
PLAUR	OC
FLT4	OC
NME1	OC
DLEU1	OC
ESR2	OC
OLIG2	CC
PRCC	CC
E2F3	OC
BRAF	CC
EPO	OC
PAX5	CC
GOLGA4	FP
NOTCH1	CC
PCSK7	CC
CD274	CC
BAX	OC
COL1A2	FP
AKT3	OC
NCOA4	CC
SIK1	OC
RMI2	CC
BCAS3	OC
PINX1	OC
KTN1	CC
PRKCA	OC
GSTT1	OC
MIB1	OC
COL6A6	FP
KMT2C	CC
PIM2	OC
CD40LG	OC
HGF	OC
SMARCE1	CC
TYMP	OC
RASSF1	OC
TUBB4A	FP
CYP3A4	OC
PYCARD	OC
ARID1A	CC
ZNF198	CC
TUBB1	FP
ERC1	CC
VAV1	OC
PPM1D	OC
KAT6B	CC
SLC5A8	OC
SOX2	CC
TP63	OC
RBL1	OC
SDHA	OC
CYP1B1	OC
COL12A1	FP
ALPL	OC
MNX1	CC
VHL	CC
AMER1	CC
ROS1	CC
C12orf9	CC
MDM4	CC
LETMD1	OC
ACKR3	CC
ERCC2	CC
CDX1	OC
AGR2	OC
FNBP1	CC
FANCG	CC
MLLT4	CC
FANCD2	CC
HOPX	OC
CSF2	OC
TUBBP1	FP
PMS2	CC
GOLGA8B	FP
BIRC3	CC
RPS6KB1	OC
MMP9	OC
CBFA2T3	CC
RAP1GDS1	CC
RAB8A	OC
TOP1	CC
AFF3	CC
HBA1	OC
MYB	CC
DPH1	OC
BCL5	CC
